"nombre_pais","region","anio","Crecimiento del PIB (% anual)","Crecimiento del PIB per cápita (% anual)","Índice de recuento de la pobreza multidimensional (Banco Mundial) (% de la población)","pbi","pbi_pc","pob"
"República Árabe Siria","Oriente Medio y Norte de África",2016,-6.4055907393619,-5.28022453338099,NA,-6.4055907393619,-5.28022453338099,NA
"República Árabe Siria","Oriente Medio y Norte de África",2017,-0.723281777470547,-0.882509407808485,NA,-0.723281777470547,-0.882509407808485,NA
"República Árabe Siria","Oriente Medio y Norte de África",2018,1.39317607830837,-0.435918888364867,NA,1.39317607830837,-0.435918888364867,NA
"República Árabe Siria","Oriente Medio y Norte de África",2019,1.22070522070523,-2.63689452644155,NA,1.22070522070523,-2.63689452644155,NA
"República Árabe Siria","Oriente Medio y Norte de África",2020,-0.697154504235129,-3.98011071488936,NA,-0.697154504235129,-3.98011071488936,NA
"República Árabe Siria","Oriente Medio y Norte de África",2021,1.85421590064124,-0.874333294023842,NA,1.85421590064124,-0.874333294023842,NA
"República Árabe Siria","Oriente Medio y Norte de África",2022,0.732781301861365,-3.00434829701605,NA,0.732781301861365,-3.00434829701605,NA
"República Árabe Siria","Oriente Medio y Norte de África",2023,NA,NA,NA,NA,NA,NA
"República Árabe Siria","Oriente Medio y Norte de África",2024,NA,NA,NA,NA,NA,NA
"República Árabe Siria","Oriente Medio y Norte de África",2025,NA,NA,NA,NA,NA,NA
"Tayikistán","Europa y Asia Central",2016,6.89999999999999,4.2256886170877,NA,6.89999999999999,4.2256886170877,NA
"Tayikistán","Europa y Asia Central",2017,7.10000041864309,4.50305161526772,NA,7.10000041864309,4.50305161526772,NA
"Tayikistán","Europa y Asia Central",2018,7.5999988895536,5.04059320866072,NA,7.5999988895536,5.04059320866072,NA
"Tayikistán","Europa y Asia Central",2019,7.40000016310556,4.89098971791482,NA,7.40000016310556,4.89098971791482,NA
"Tayikistán","Europa y Asia Central",2020,4.40000111553493,2.05116680370303,NA,4.40000111553493,2.05116680370303,NA
"Tayikistán","Europa y Asia Central",2021,9.39999955037523,7.01157366120653,NA,9.39999955037523,7.01157366120653,NA
"Tayikistán","Europa y Asia Central",2022,8.00000033846364,5.71622455034235,NA,8.00000033846364,5.71622455034235,NA
"Tayikistán","Europa y Asia Central",2023,8.29999921651935,6.13628181088259,NA,8.29999921651935,6.13628181088259,NA
"Tayikistán","Europa y Asia Central",2024,8.39999980983981,6.34141937002055,NA,8.39999980983981,6.34141937002055,NA
"Tayikistán","Europa y Asia Central",2025,NA,NA,NA,NA,NA,NA
"República Unida de Tanzanía","África Subsahariana",2016,6.86711619644551,3.30400665890223,NA,6.86711619644551,3.30400665890223,NA
"República Unida de Tanzanía","África Subsahariana",2017,6.72726996832338,3.23688527604725,NA,6.72726996832338,3.23688527604725,NA
"República Unida de Tanzanía","África Subsahariana",2018,5.50267599385063,2.24213027557943,58.9,5.50267599385063,2.24213027557943,58.9
"República Unida de Tanzanía","África Subsahariana",2019,5.79999999996723,2.71005881950599,NA,5.79999999996723,2.71005881950599,NA
"República Unida de Tanzanía","África Subsahariana",2020,1.99196460647855,-0.998987836780785,NA,1.99196460647855,-0.998987836780785,NA
"República Unida de Tanzanía","África Subsahariana",2021,4.32138429480482,1.25401761079502,NA,4.32138429480482,1.25401761079502,NA
"República Unida de Tanzanía","África Subsahariana",2022,4.56600576430955,1.54299792361155,NA,4.56600576430955,1.54299792361155,NA
"República Unida de Tanzanía","África Subsahariana",2023,5.06952353203394,2.08099243052513,NA,5.06952353203394,2.08099243052513,NA
"República Unida de Tanzanía","África Subsahariana",2024,5.5263138305945,2.5538482690819,NA,5.5263138305945,2.5538482690819,NA
"República Unida de Tanzanía","África Subsahariana",2025,NA,NA,NA,NA,NA,NA
"Tailandia","Asia Oriental y el Pacífico",2016,3.43515771692182,2.96944155296718,0.3,3.43515771692182,2.96944155296718,0.3
"Tailandia","Asia Oriental y el Pacífico",2017,4.1776810321001,3.73797800283087,0.2,4.1776810321001,3.73797800283087,0.2
"Tailandia","Asia Oriental y el Pacífico",2018,4.22287028746071,3.90762624173355,0.3,4.22287028746071,3.90762624173355,0.3
"Tailandia","Asia Oriental y el Pacífico",2019,2.11455779628278,1.90583495758329,0.3,2.11455779628278,1.90583495758329,0.3
"Tailandia","Asia Oriental y el Pacífico",2020,-6.05003846851622,-6.20637326420599,0.2,-6.05003846851622,-6.20637326420599,0.2
"Tailandia","Asia Oriental y el Pacífico",2021,1.55216608426647,1.43062175645008,0.1,1.55216608426647,1.43062175645008,0.1
"Tailandia","Asia Oriental y el Pacífico",2022,2.58037874709827,2.56894316437668,0.1,2.58037874709827,2.56894316437668,0.1
"Tailandia","Asia Oriental y el Pacífico",2023,2.01775095328327,2.06455231923211,0.1,2.01775095328327,2.06455231923211,0.1
"Tailandia","Asia Oriental y el Pacífico",2024,2.54182067735289,2.59107416696065,0.1,2.54182067735289,2.59107416696065,0.1
"Tailandia","Asia Oriental y el Pacífico",2025,NA,NA,NA,NA,NA,NA
"Timor-Leste","Asia Oriental y el Pacífico",2016,3.00993358093274,1.06590529631157,NA,3.00993358093274,1.06590529631157,NA
"Timor-Leste","Asia Oriental y el Pacífico",2017,-3.18241515376397,-4.99167831534328,NA,-3.18241515376397,-4.99167831534328,NA
"Timor-Leste","Asia Oriental y el Pacífico",2018,-0.466502371512661,-2.35863567554246,NA,-0.466502371512661,-2.35863567554246,NA
"Timor-Leste","Asia Oriental y el Pacífico",2019,24.2128789232326,21.8272415651768,NA,24.2128789232326,21.8272415651768,NA
"Timor-Leste","Asia Oriental y el Pacífico",2020,31.7257429812373,29.2315968537651,NA,31.7257429812373,29.2315968537651,NA
"Timor-Leste","Asia Oriental y el Pacífico",2021,5.36980163959615,3.49004182057652,NA,5.36980163959615,3.49004182057652,NA
"Timor-Leste","Asia Oriental y el Pacífico",2022,-20.5224785561874,-21.6343437136427,NA,-20.5224785561874,-21.6343437136427,NA
"Timor-Leste","Asia Oriental y el Pacífico",2023,-18.135905003556,-19.0224448140371,NA,-18.135905003556,-19.0224448140371,NA
"Timor-Leste","Asia Oriental y el Pacífico",2024,-9.10069369772735,-10.161913982094,NA,-9.10069369772735,-10.161913982094,NA
"Timor-Leste","Asia Oriental y el Pacífico",2025,NA,NA,NA,NA,NA,NA
"Togo","África Subsahariana",2016,4.21490387414525,1.62761006802251,NA,4.21490387414525,1.62761006802251,NA
"Togo","África Subsahariana",2017,4.00791259566937,1.44098718199137,NA,4.00791259566937,1.44098718199137,NA
"Togo","África Subsahariana",2018,4.79518333086139,2.23660975297031,50.3,4.79518333086139,2.23660975297031,50.3
"Togo","África Subsahariana",2019,4.92283321360694,2.39010092347198,NA,4.92283321360694,2.39010092347198,NA
"Togo","África Subsahariana",2020,2.16228657424364,-0.272860217710488,NA,2.16228657424364,-0.272860217710488,NA
