nombre_pais,codigo_del_pais,region,anio,Crecimiento del PIB (% anual),PIB per cápita (US$ actuales),Crecimiento del PIB per cápita (% anual),"Inflación, precios al consumidor (% anual)","Expectativa de vida, total (años)",Mortalidad infantil (cada 1.000 nacimientos),"Gasto público en educación, total (% del PIB)",Indice de Gini,Índice de recuento de la pobreza multidimensional (Banco Mundial) (% de la población)
Albania,ALB,Europa y Asia Central,2022,4.826800623435901,7756.961887442532,6.456988220848061,6.72520271530059,78.769,8.3,2.72977995872498,NA,NA
Albania,ALB,Europa y Asia Central,2023,4.01541716935742,9730.869219068934,5.632935442646115,4.75834555150038,79.602,8.3,3.09153008460998,NA,NA
Albania,ALB,Europa y Asia Central,2024,4.0459284509534825,11377.775743109876,5.663959047979134,2.21587375089991,79.776,8.3,NA,NA,NA
Albania,ALB,Europa y Asia Central,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2016,3.900000000176206,4424.985290275557,1.7859406473401407,6.39769480268756,75.31,21.6,6.50210843472458,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2017,1.4999999989558717,4554.667539578281,-0.5416670244959789,5.59111590961663,75.431,21.3,5.73482350888796,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2018,1.4000000008828124,4577.210291804906,-0.546019580108478,4.26999020467083,75.555,21,5.8127512720176,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2019,0.8999999992191476,4468.453418836562,-0.9399929620047374,1.95176821052891,75.682,20.7,5.57536563446523,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2020,-4.999999999085972,3743.5419522928983,-6.612475097070828,2.41513094083413,73.257,20.4,6.19391724496515,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2021,3.7999999990070705,4160.559267369248,2.1326363268307773,7.22606307415477,75.208,20.2,5.51403281769924,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2022,3.6000000009491515,4960.303343328876,1.9682518810058696,9.26551551551552,76.129,20,4.74924673000603,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2023,4.100000000059637,5370.477235078005,2.551203019436173,9.32217375928322,76.261,19.7,5.61015717726636,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2024,3.699999999079793,5752.990766514655,2.2599652708210414,4.04611455313434,76.475,19.5,8.97772026062012,NA,NA
Argelia,DZA,Oriente Medio y Norte de África,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2016,-1.6793893129770936,12843.334290362714,-0.48813758429712095,NA,72.64,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2017,-6.987577639751549,11863.683945256465,-5.799364048168485,NA,72.801,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2018,2.6711185308847973,12552.054686886147,4.038507121360553,NA,72.794,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2019,-0.48780487804877737,12886.135951721802,0.8975846813976176,NA,72.751,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2020,4.411764705882362,14489.258656377484,5.351787426250397,NA,72.672,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2021,-0.7824726134585234,15236.160487557136,0.2978848203492248,NA,72.708,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2022,1.7350157728706534,18017.458938397252,3.593276062627922,NA,72.752,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2023,NA,NA,NA,NA,72.852,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2024,NA,NA,NA,NA,72.992,NA,NA,NA,NA
American Samoa,ASM,Asia Oriental y el Pacífico,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europa y Asia Central,2016,3.7096780697898595,40129.83858114741,3.6996204681150573,NA,84.489,3.2,3.23707008361816,NA,NA
Andorra,AND,Europa y Asia Central,2017,0.346071889630295,40672.9717424447,-1.8060570331276722,NA,84.359,3.1,3.21708989143372,NA,NA
Andorra,AND,Europa y Asia Central,2018,1.588765490463544,42819.757745613286,-0.3021193039958803,NA,84.242,3,3.2467200756073,NA,NA
Andorra,AND,Europa y Asia Central,2019,2.015547638483085,41257.81645934496,0.2653528206143676,NA,84.098,2.9,3.15060997009277,NA,NA
Andorra,AND,Europa y Asia Central,2020,-11.18393993553839,37361.10700816147,-12.22383849354307,NA,79.418,2.8,2.63213046553066,NA,NA
Andorra,AND,Europa y Asia Central,2021,8.28677879049404,42425.70664543573,6.927044852335612,NA,82.331,2.7,2.381921736037,NA,NA
Andorra,AND,Europa y Asia Central,2022,9.564612256481837,42414.04798612277,7.721238000965357,NA,84.016,2.6,2.64727997779846,NA,NA
Andorra,AND,Europa y Asia Central,2023,2.58355480961319,46812.426101310244,1.1232590791063046,NA,84.041,2.5,1.89867997169495,NA,NA
Andorra,AND,Europa y Asia Central,2024,3.3718203263899795,49303.64916743357,2.006784450567366,NA,84.188,2.4,NA,NA,NA
Andorra,AND,Europa y Asia Central,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,África Subsahariana,2016,-1.700530362912076,2051.8146212625306,-5.154029046695385,30.6944150806719,61.619,37.6,2.75493664582725,NA,NA
Angola,AGO,África Subsahariana,2017,-0.1493962255718344,2790.718868697683,-3.622865017028815,29.8444799015679,62.122,36.7,2.46687881104886,NA,NA
Angola,AGO,África Subsahariana,2018,-0.5944112269830697,2860.093648368199,-3.968524543129419,19.628937970152,62.622,36,2.18351298946275,51.3,51.5
Angola,AGO,África Subsahariana,2019,-0.2046802457441146,2493.678844401766,-3.5290001250474887,17.080954143438,63.051,35.5,2.07306438181603,NA,NA
